topic slug	topic title	topic type	wikipedia link	link audited	approval status	review note	comments
sms-leitha	SMS Leitha	individual ship	https://en.wikipedia.org/wiki/SMS_Leitha	yes	approved	Phase 2: Article identifies the Austro-Hungarian river monitor Leitha also known as Lajta, matching the registry and Danube/Sava service with Maros.	Phase 2 independent review by audit_batch1; article revision 1370471419. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-leitha.
sms-lutzow	SMS Lutzow	individual ship	https://en.wikipedia.org/wiki/SMS_L%C3%BCtzow	yes	approved	Phase 2: The article identifies the Derfflinger-class German battlecruiser commissioned during World War I, matching the registry and Jutland shell-damage contexts.	Phase 2 independent review by audit_batch2; article revision 1374717712. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-lutzow.
sms-mainz	SMS Mainz	individual ship	https://en.wikipedia.org/wiki/SMS_Mainz	yes	approved	Phase 2: Article identifies the Kolberg light cruiser launched in 1909, matching the Heligoland Bight combat contexts.	Phase 2 independent review by audit_batch3; article revision 1374716454. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-mainz.
sms-markgraf	SMS Markgraf	individual ship	https://en.wikipedia.org/wiki/SMS_Markgraf	yes	approved	Phase 2: The Konig-class dreadnought Markgraf matches the Jutland damage and retreat context.	Phase 2 independent review by audit_batch4; article revision 1374717337. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-markgraf.
sms-maros	SMS Maros	individual ship	https://en.wikipedia.org/wiki/SMS_Maros	yes	approved	Phase 2: The Leitha-class river monitor Maros completed in 1872 matches the registry and Austro-Hungarian Danube and Sava contexts.	Phase 2 independent review by audit_batch5; article revision 1354002109. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-maros.
sms-moltke	SMS Moltke	individual ship	https://en.wikipedia.org/wiki/SMS_Moltke	yes	approved	Phase 2: Moltke article identifies the 1911 battlecruiser and Goeben's sister, matching registry and Dogger Bank targeting.	Phase 2 independent review by audit_batch6; article revision 1374717566. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-moltke.
sms-nassau	SMS Nassau	individual ship	https://en.wikipedia.org/wiki/SMS_Nassau	yes	approved	Phase 2: Article identifies the German dreadnought Nassau, matching the registry and High Seas Fleet boarding counterfactual.	Phase 2 independent review by audit_batch0; article revision 1374716742. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-nassau.
sms-niobe	SMS Niobe	individual ship	https://en.wikipedia.org/wiki/SMS_Niobe_%281849%29	yes	approved	Phase 2: Article identifies the1849 sail frigate sold to Prussia1862 and used for naval training, matching registry and Scheer's early-service context.	Phase 2 independent review by audit_batch1; article revision 1374745760. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-niobe.
sms-oldenburg	SMS Oldenburg	individual ship	https://en.wikipedia.org/wiki/SMS_Oldenburg_(1884)	yes	approved	Phase 2: The article identifies the unique 1884 armoured warship redesigned from the Sachsen programme, matching the registry and sortie-corvette context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-04-25_T18-00-02_steam-battleships-1876-1891_8mfPYXm5G50.json :: sms-oldenburg-german-deterrence-ship. Phase 2 independent review by audit_batch2; article revision 1374725648. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-oldenburg.
sms-ostfriesland	SMS Ostfriesland	individual ship	https://en.wikipedia.org/wiki/SMS_Ostfriesland	yes	approved	Phase 2: Article identifies the Helgoland dreadnought Ostfriesland, matching the registry and later American bombing-trial context.	Phase 2 independent review by audit_batch3; article revision 1374716965. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-ostfriesland.
sms-panther	SMS Panther	individual ship	https://en.wikipedia.org/wiki/SMS_Panther_%281901%29	yes	approved	Phase 2: The Iltis-class gunboat launched in 1901 matches Panther at Agadir and, in the remaining context, Fort San Carlos.	Phase 2 independent review by audit_batch4; article revision 1374723137. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-panther.
sms-pommern	SMS Pommern	individual ship	https://en.wikipedia.org/wiki/SMS_Pommern	yes	approved	Phase 2: The Deutschland-class pre-dreadnought Pommern matches the registry and Jutland losses context.	Phase 2 independent review by audit_batch5; article revision 1374720849. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-pommern.
sms-radetzky	SMS Radetzky	individual ship	https://en.wikipedia.org/wiki/SMS_Radetzky_%281909%29	yes	approved	Phase 2: Radetzky1909 article identifies the Austro-Hungarian class-leading pre-dreadnought, matching coastal bombardment.	Phase 2 independent review by audit_batch6; article revision 1373237567. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-radetzky.
sms-rostock	SMS Rostock	individual ship	https://en.wikipedia.org/wiki/SMS_Rostock	yes	approved	Phase 2: Article identifies Karlsruhe-class Rostock, matching the registry and Jutland night-action context.	Phase 2 independent review by audit_batch0; article revision 1374718125. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-rostock.
sms-sankt-georg	SMS Sankt Georg	individual ship	https://en.wikipedia.org/wiki/SMS_Sankt_Georg	yes	approved	Phase 2: Article identifies Austria-Hungary's unique1903 armoured cruiser Sankt Georg, matching the registry and varied heavy-gun battery context.	Phase 2 independent review by audit_batch1; article revision 1358085237. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-sankt-georg.
sms-scharnhorst	SMS Scharnhorst	individual ship	https://en.wikipedia.org/wiki/SMS_Scharnhorst	yes	approved	Phase 2: The article identifies the lead Scharnhorst-class armoured cruiser commissioned in 1907, matching the registry and Falklands battle contexts.	Phase 2 independent review by audit_batch2; article revision 1374720927. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-scharnhorst.
sms-schlesien	SMS Schlesien	individual ship	https://en.wikipedia.org/wiki/SMS_Schlesien	yes	approved	Phase 2: Article identifies the Deutschland pre-dreadnought built in 1904-06, matching the refit and WWII Dover Strait proposal contexts.	Phase 2 independent review by audit_batch3; article revision 1374716611. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-schlesien.
sms-schleswig-holstein	SMS Schleswig Holstein	individual ship	https://en.wikipedia.org/wiki/SMS_Schleswig-Holstein	yes	approved	Phase 2: The Deutschland-class pre-dreadnought matches Schleswig-Holstein in the proposed invasion-support grounding scheme.	Phase 2 independent review by audit_batch4; article revision 1374716632. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-schleswig-holstein.
sms-seeadler	SMS Seeadler	individual ship	https://en.wikipedia.org/wiki/SMS_Seeadler_%281915%29	yes	approved	Phase 2: The sailing commerce raider Seeadler, formerly Pass of Balmaha, matches the registry and First World War raider-search contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-07-21_T18-11-58_patreon-58-ruse-de-guerre-or-deception-disguises-and-decoys-in-naval-warfare_iBbi5NwP6wM.json#world-war-i-raiders-shaped-the-next-war. Additional context references: 1. Phase 2 independent review by audit_batch5; article revision 1327490112. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-seeadler.
sms-seydlitz	SMS Seydlitz	individual ship	https://en.wikipedia.org/wiki/SMS_Seydlitz	yes	approved	Phase 2: Seydlitz article identifies the unique 1913 Imperial German battlecruiser, matching registry and High Seas Fleet preservation.	Phase 2 independent review by audit_batch6; article revision 1374717637. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-seydlitz.
sms-stettin	SMS Stettin	individual ship	https://en.wikipedia.org/wiki/SMS_Stettin	yes	approved	Phase 2: Article identifies Konigsberg-class Stettin, matching the registry and Fearless gun-action context.	Phase 2 independent review by audit_batch0; article revision 1374722994. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-stettin.
sms-stralsund	SMS Stralsund	individual ship	https://en.wikipedia.org/wiki/SMS_Stralsund	yes	approved	Phase 2: Article identifies Magdeburg-class cruiser Stralsund commissioned1912, matching the registry and Fearless reconnaissance pursuit.	Phase 2 independent review by audit_batch1; article revision 1374718065. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-stralsund.
sms-strassburg	SMS Strassburg	individual ship	https://en.wikipedia.org/wiki/SMS_Strassburg	yes	approved	Phase 2: The article identifies the Magdeburg-class light cruiser and her 1914 Heligoland action, matching the registry and authored engagement context.	Phase 2 independent review by audit_batch2; article revision 1374718052. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-strassburg.
sms-stuttgart	SMS Stuttgart	individual ship	https://en.wikipedia.org/wiki/SMS_Stuttgart	yes	approved	Phase 2: Article identifies the Konigsberg light cruiser Stuttgart, matching the registry and German shipboard aviation-fuel development context.	Phase 2 independent review by audit_batch3; article revision 1374716277. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-stuttgart.
sms-szent-istvan	SMS Szent Istvan	individual ship	https://en.wikipedia.org/wiki/SMS_Szent_Istv%C3%A1n	yes	approved	Phase 2: The Tegetthoff-class dreadnought matches Szent Istvan's disputed Ancona participation and 1918 torpedo loss.	Phase 2 independent review by audit_batch4; article revision 1373688003. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-szent-istvan.
sms-v48	SMS V48	individual ship	https://en.wikipedia.org/wiki/SMS_V48	yes	approved	Phase 2: The German 1913-type large torpedo boat V48 matches the registry's V25-family designation and Nottingham's Jutland action.	Phase 2 independent review by audit_batch5; article revision 1373688138. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-v48.
sms-von-der-tann	SMS Von der Tann	individual ship	https://en.wikipedia.org/wiki/SMS_Von_der_Tann	yes	approved	Phase 2: Von der Tann article identifies Germany's first battlecruiser with 28cm guns, matching registry and wing-turret discussion.	Phase 2 independent review by audit_batch6; article revision 1374717533. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-von-der-tann.
sms-warasdin	SMS Warasdin	individual ship	https://en.wikipedia.org/wiki/SMS_Warasdiner	yes	approved	Phase 2: Article identifies Warasdiner as the Chinese-ordered Lung Tuan taken over by Austria-Hungary, matching the registry's destroyer and Warasdin spelling.	Phase 2 independent review by audit_batch0; article revision 1327371697. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-warasdin.
sms-wien	SMS Wien	individual ship	https://en.wikipedia.org/wiki/SMS_Wien	yes	approved	Phase 2: Article identifies Monarch-class coastal-defence ship Wien, matching the registry and Italian MAS attack at Trieste.	Phase 2 independent review by audit_batch1; article revision 1373350328. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-wien.
sms-wiesbaden	SMS Wiesbaden	individual ship	https://en.wikipedia.org/wiki/SMS_Wiesbaden	yes	approved	Phase 2: The article identifies the German light cruiser disabled by Invincible at Jutland, matching the registry and authored battle contexts.	Phase 2 independent review by audit_batch2; article revision 1374718461. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-wiesbaden.
sms-wildfang	SMS Wildfang	individual ship	https://en.wikipedia.org/wiki/SMS_Wildfang	yes	approved	Phase 2: Article identifies the Austro-Hungarian Huszar destroyer, matching the registry and speed/armament comparison.	Phase 2 independent review by audit_batch3; article revision 1335126906. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-wildfang.
sms-wolf	SMS Wolf	individual ship	https://en.wikipedia.org/wiki/SMS_Wolf_(1916)	yes	approved	Phase 2: The converted freighter Wachtfels serving as Wolf in 1916 matches the First World War auxiliary-raider discussion.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-08-23_T20-00-02_town-class-1911-chathams_8dMDOf6RoQs.json #hmas-brisbane-australian-construction-and-indian-ocean-patrols. Additional context references: 1. Phase 2 independent review by audit_batch4; article revision 1358738000. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-wolf.
sms-yorck	SMS Yorck	individual ship	https://en.wikipedia.org/wiki/SMS_Yorck	yes	approved	Phase 2: The Roon-class armoured cruiser Yorck matches the registry and the 1914 mine-loss context.	Phase 2 independent review by audit_batch5; article revision 1374720990. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sms-yorck.
snowflake-flares	Snowflake Flares	specific weapon system		no	pending	No suitable article found. No suitable English Wikipedia article for the named Snowflake rocket flare found after exact-name and convoy/rocket searches. The generic Flare page mentions it but does not supply a dedicated system article.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-10-01_T18-00-30_escort-carriers-the-idea-designs-development-and-some-notable-operations_lqdy5kihAPs.json #pq18-escort-carrier-formation.
soemu-toyoda	Soemu Toyoda	person	https://en.wikipedia.org/wiki/Soemu_Toyoda	yes	approved	Phase 2: The Imperial Japanese Navy admiral Soemu Toyoda matches the late-war senior-command and postwar trial contexts.	Phase 2 independent review by audit_batch5; article revision 1353287627. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soemu-toyoda.
sokol-class-destroyers	Sokol Class Destroyers	ship class		no	pending	Yarrow Sokol and the 27-ship Russian class are identified. Search finds a class-specific section in List of destroyers of the Imperial Russian Navy, but no standalone class article; suitability of the containing list needs review.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-04-28_T18-30-06_imperial-russian-destroyers-the-paper-numbers-vs-the-reality-of-what-they-didn-t-have-at-tsushim_pcdzsEi7yXY.json#sokol-and-buinyi-capability-contrast. Supporting or alternative sources: https://en.wikipedia.org/wiki/List_of_destroyers_of_the_Imperial_Russian_Navy.
soldati-class-destroyers	Soldati Class Destroyers	ship class	https://en.wikipedia.org/wiki/Soldati-class_destroyer	yes	approved	Phase 2: Soldati article identifies the Italian 1938-40 destroyer batches, matching the four-gun battery discussion.	Phase 2 independent review by audit_batch6; article revision 1347557317. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soldati-class-destroyers.
soldati-class-frigates	Soldati Class Frigates	ship class	https://en.wikipedia.org/wiki/Lupo-class_frigate	yes	approved	Phase 2: Lupo article has a dedicated Soldati patrol-frigate subsection describing the four Iraq-ordered ships completed in Italy, matching the named PPA predecessor class.	Phase 2 independent review by audit_batch0; article revision 1349257363. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soldati-class-frigates.
soldato-class-destroyers	Soldato Class Destroyers	ship class	https://en.wikipedia.org/wiki/Soldato-class_destroyer	yes	approved	Phase 2: The article identifies the pre-First World War Soldato class also called Soldati. The full authored context's small hulls, 76 mm guns, Garibaldino, and prewar construction distinguish these from the later Soldati class.	Phase 2 independent review by audit_batch1; article revision 1325892899. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soldato-class-destroyers.
soleil-royal	Soleil Royal	individual ship		no	pending	The two full authored bodies identify different ships: the 104-gun flagship at Beachy Head and Barfleur (1669 hull) and Conflans’s flagship at Quiberon Bay (1749 hull). Resolve this mixed identity before choosing an individual article. Phase 1 research only; not audited or approved.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-03-25_T19-03-32_blockading-brest-a-royal-navy-tradition_kxrdQE53lJs.json #soleil-royal-at-barfleur. Additional context references: 1. Supporting or alternative sources: https://en.wikipedia.org/wiki/French_ship_Soleil-Royal; https://en.wikipedia.org/wiki/French_ship_Soleil_Royal_%281669%29; https://en.wikipedia.org/wiki/French_ship_Soleil_Royal_%281749%29.
solomon-ferris	Solomon Ferris	person	https://en.wikipedia.org/wiki/Solomon_Ferris	yes	approved	Phase 2: Ferris biography identifies the Royal Navy captain of the Revolutionary-war period, matching Hannibal's loss and court martial.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-03-14_T19-30-06_admiral-james-saumarez-and-the-battles-of-algeciras_hgG56aELynw.json #ferris-court-martial-after-hannibal. Phase 2 independent review by audit_batch6; article revision 1353250023. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #solomon-ferris.
som-class-submarines	Som Class Submarines	ship class	https://en.wikipedia.org/wiki/Som-class_submarine	yes	approved	Phase 2: The article identifies the Electric Boat-derived Russian submarines ordered in the 1904 emergency programme, matching the Russo-Japanese War submarine context.	Phase 2 independent review by audit_batch2; article revision 1366885583. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #som-class-submarines.
somers-class-destroyers	Somers Class Destroyers	ship class	https://en.wikipedia.org/wiki/Somers-class_destroyer	yes	approved	Phase 2: Article identifies the five American 1850-ton flotilla-leader destroyers, matching the gun-layout comparison with Atlanta and treaty space limits.	Phase 2 independent review by audit_batch3; article revision 1372413147. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #somers-class-destroyers.
somerset-gough-calthorpe	Somerset Gough Calthorpe	person	https://en.wikipedia.org/wiki/Somerset_Gough-Calthorpe	yes	approved	Phase 2: Article identifies Admiral of the Fleet Somerset Gough-Calthorpe, matching the senior-command alternative context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-10-12_T18-20-08_patreon-86-jutland-with-competent-british-battlecruiser-fleet-commander-sturdee-replaces-beatty_q0Mgo9fXxZY.json #could-somerset-gough-calthorpe-replace-beatty. Phase 2 independent review by audit_batch0; article revision 1352336916. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #somerset-gough-calthorpe.
soryu	Soryu	individual ship	https://en.wikipedia.org/wiki/Japanese_aircraft_carrier_S%C5%8Dry%C5%AB	yes	approved	Phase 2: All twelve contexts concern the 1930s Japanese carrier design and wartime operations, matching the Soryu article.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-12-31_T18-41-50_aircraft-carriers-of-the-1920s-and-1930s_05_A_l05sJ8.json#ranger-soryu-yorktown-enterprise-designs. Additional context references: 1. Phase 2 independent review by audit_batch6; article revision 1373879739. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soryu.
soryu-aircraft-carrier	Soryu Aircraft Carrier	individual ship	https://en.wikipedia.org/wiki/Japanese_aircraft_carrier_S%C5%8Dry%C5%AB	yes	approved	Phase 2: Article identifies the Imperial Japanese carrier Soryu built in the 1930s, matching the Midway carrier-loss discussion.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-09-23_T18-30-06_what-the-royal-navy-thought-of-coral-sea-midway-and-leyte-gulf_-kAzoYqpxXo.json #midway-restraint-radar-and-strategic-reversal. Phase 2 independent review by audit_batch0; article revision 1373879739. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soryu-aircraft-carrier.
soryu-class-aircraft-carriers	Soryu Class Aircraft Carriers	ship class	https://en.wikipedia.org/wiki/Japanese_aircraft_carrier_S%C5%8Dry%C5%AB	yes	approved	Phase 2: The Soryu article covers the carrier's design and distinguishes modified sister Hiryu; context specifically uses Soryu's hull and aviation arrangement as a design model.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-11-16_T19-25-33_patreon-89-everything-a-scharnhorst-germany-standardises-on-one-hull-for-capital-ships-and-carri_i1T9Qq58GJw.json #japanese-carrier-layout-on-scharnhorst-hull. Phase 2 independent review by audit_batch4; article revision 1373879739. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soryu-class-aircraft-carriers.
soryu-class-submarines	Soryu Class Submarines	ship class	https://en.wikipedia.org/wiki/S%C5%8Dry%C5%AB-class_submarine	yes	approved	Phase 2: The Soryu article describes Japan's modern diesel-electric attack-submarine class entering service in 2009, matching the Japanese submarine comparison.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-05-31_T16-59-12_bru-ships-episode-4-naval-aviation-themed-books-to-review-and-a-general-q-a_6mEyhmlbN04.json#canadian-submarine-choice. Phase 2 independent review by audit_batch5; article revision 1372428153. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soryu-class-submarines.
sosus	Sosus	specific weapon system	https://en.wikipedia.org/wiki/SOSUS	yes	approved	Phase 2: SOSUS article identifies the passive fixed-array submarine surveillance network, matching the GIUK barrier context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-04-20_T17-50-51_red-storm-rising-the-giuk-gap-in-a-1980-conventional-war-between-the-warsaw-pact-and-nato-patreo_g__A4eA8eQk.json #sosus-and-surtass-across-the-giuk-gap. Phase 2 independent review by audit_batch6; article revision 1373498136. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sosus.
south-carolina-class-battleships	South Carolina Class Battleships	ship class	https://en.wikipedia.org/wiki/South_Carolina-class_battleship	yes	approved	Phase 2: South Carolina article identifies America's first dreadnought pair including Michigan, matching the transition context.	Phase 2 independent review by audit_batch6; article revision 1373234082. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #south-carolina-class-battleships.
south-dakota-class-battleships-1920	South Dakota Class Battleships (1920)	ship class	https://en.wikipedia.org/wiki/South_Dakota-class_battleship_(1920)	yes	approved	Phase 2: Article identifies the six uncompleted South Dakota battleships laid down in 1920, matching the explicitly dated class and interwar design comparisons.	Phase 2 independent review by audit_batch0; article revision 1373232833. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #south-dakota-class-battleships-1920.
south-dakota-class-battleships-1939	South Dakota Class Battleships (1939)	ship class	https://en.wikipedia.org/wiki/South_Dakota-class_battleship_(1939)	yes	approved	Phase 2: The article identifies the four built 1939-design South Dakota battleships and expressly distinguishes the canceled 1920s class, matching the registry and compact-design comparison contexts.	Phase 2 independent review by audit_batch1; article revision 1373232878. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #south-dakota-class-battleships-1939.
southampton-class-cruisers	Southampton Class Cruisers	ship class	https://en.wikipedia.org/wiki/Town-class_cruiser_(1936)	yes	approved	Phase 2: The Town-class article includes a substantive Southampton subclass section describing its 1933 design origins, ship names and distinguishing features, matching the interwar cruiser contexts.	Phase 2 independent review by audit_batch2; article revision 1356216564. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #southampton-class-cruisers.
sovereign-of-the-seas	Sovereign Of The Seas	individual ship	https://en.wikipedia.org/wiki/English_ship_Sovereign_of_the_Seas	yes	approved	Phase 2: Article identifies the1637 English Sovereign of the Seas and its Commonwealth and Restoration renamings, matching all three rebuilding and gun-rating usages.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-07-15_T17-35-38_patreon-28-the-original-cruisers-royal-navy-frigates-in-the-age-of-sail_vqG2OaWpJbk.json #sovereign-of-the-seas-changing-gun-ratings. Phase 2 independent review by audit_batch1; article revision 1363806124. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sovereign-of-the-seas.
sovetskaya-ukraina	Sovetskaya Ukraina	individual ship		no	pending	No suitable article found. Full body unambiguously identifies the unfinished battleship laid down at Nikolayev in 1938. Targeted exact-name and battleship searches return the Sovetsky Soyuz class and ship lists, with no separate suitable English vessel article located; class/list URLs withheld. Phase 1 research only; not audited or approved.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-08-02_T18-34-01_bruships-253-science-fiction-and-naval-history-questions-answered-live_U5LfsnBSt8w.json #german-warships-the-panel-would-preserve. Supporting or alternative sources: https://en.wikipedia.org/wiki/Sovetsky_Soyuz-class_battleship; https://en.wikipedia.org/wiki/List_of_battleships_of_Russia_and_the_Soviet_Union.
sovetsky-soyuz-class-battleships	Sovetsky Soyuz Class Battleships	ship class	https://en.wikipedia.org/wiki/Sovetsky_Soyuz-class_battleship	yes	approved	Phase 2: Article explicitly identifies Sovetsky Soyuz as Soviet Project23's uncompleted battleships, matching all supplied class aliases and planned battle-fleet contexts.	Phase 2 independent review by audit_batch3; article revision 1373692470. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #sovetsky-soyuz-class-battleships.
soviet-cruiser-azov	Soviet Cruiser Azov	individual ship	https://en.wikipedia.org/wiki/Russian_cruiser_Azov	yes	approved	Phase 2: The article identifies the Soviet and Russian Kara-class missile cruiser Azov, matching the qualified alias and S-300F testbed context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-12-20_T19-00-26_kara-class-cruisers-of-deterrence_lGMc6Mn-tSg.json #azov-s-300f-air-defense-trial. Phase 2 independent review by audit_batch2; article revision 1327471746. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #soviet-cruiser-azov.
soviet-project-24-battleship-design	Soviet Project 24 Battleship Design	ship class		no	pending	No suitable article found for Soviet Project 24, the postwar battleship design studies. Fast battleship and the Soviet project-number list mention the program; neither is an exact design article.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-05-20_T18-00-27_a-historical-possibility-triple-turret-potentiality-battleships-lost-at-jutland_f1nscAy_LFU.json #two-turret-capital-ship-layouts. Additional context references: 1. Supporting or alternative sources: https://en.wikipedia.org/wiki/Fast_battleship; https://en.wikipedia.org/wiki/List_of_ships_of_Russia_by_project_number.
soviet-project-25-battleship-design	Soviet Project 25 Battleship Design	ship class		no	pending	No suitable article found for Soviet Project 25 / Battleship B. Kronshtadt-class battlecruiser describes Project 25 as a cancelled predecessor; it is a different design and cannot replace this topic.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-06-08_T18-00-11_stalins-dream-fleets-and-the-potential-responses_7J3XMIe6rsY.json #second-five-year-plan-fleet-versus-industrial-capacity. Supporting or alternative sources: https://en.wikipedia.org/wiki/Kronshtadt-class_battlecruiser; https://en.wikipedia.org/wiki/List_of_ships_of_Russia_by_project_number.
soviet-project-65-light-cruiser-designs	Soviet Project 65 Light Cruiser Designs	ship class		no	pending	No suitable article found after Project 65 cruiser searches and inspection of Sverdlov history. The cancelled postwar Project 65 designs are distinct from Project 68bis; Sverdlov mentions the rejected design only briefly.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-08-28_T18-03-12_bruships-85-cruiser-new-and-random-reading_HyyPU9YeVYY.json #sverdlov-class-light-cruiser-program. Supporting or alternative sources: https://en.wikipedia.org/wiki/Sverdlov-class_cruiser; https://www.globalsecurity.org/military/world/russia/65.htm.
